source_system,plant_code,plant_name,source_country,coal_relevant,has_coordinates,decided_by,pipeline_note,candidate_1_id,candidate_1_name,candidate_1_score,candidate_2_id,candidate_2_name,candidate_2_score,candidate_3_id,candidate_3_name,candidate_3_score,gem_location_id,not_in_gem,decision_note
CHILE,,TER IEM,Chile,t,f,,,,,,,,,,,,,f,
EIA,79,Chena Power Plant,United States,t,f,,,L100000401723,Chouteau power station,61.5,L100000103786,Healy Power Plant,60,L100000402142,Canal power station,60,,f,
EIA,50397,P H Glatfelter,United States,t,f,,,,,,,,,,,,,f,
EIA,57915,WE Soda Alkalai LLC,United States,t,f,,,L100000200334,Granite Falls Alfalfa power station,55,,,,,,,,f,
ENTSOE,,AG,Greece,t,f,,,,,,,,,,,,,f,
ENTSOE,,Block 1,Germany,t,f,,,,,,,,,,,,,f,
ENTSOE,,Block 2,Germany,t,f,,,,,,,,,,,,,f,
ENTSOE,,Block 3,Germany,t,f,,,,,,,,,,,,,f,
ENTSOE,,DEWHV______1_____ ,Germany,t,f,,,,,,,,,,,,,f,
ENTSOE,,ECHV_G1___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ECHV_G2___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ECHV_G2____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ECHV_G3___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ECHV_G3____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ECHV_G4___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ECHV_G4____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EDET_G1___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EDET_G2___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EDET_G2____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EDET_G3____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EDET_G4___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EECK_G4___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EECK_G4____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EECK_G5___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EECK_G5____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EECK_G7___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EECK_G7____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EME2_G10,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EME2_G9,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EME3_G11__,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPC1_G2___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPC1_G2____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPC1_G3___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPC1_G3____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPC1_G4___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPC1_G4____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPC1_G5___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPC1_G5____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPC1_G6___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPC1_G6____,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPR2_G23__,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPR2_G23___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPR2_G24__,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPR2_G24___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPR2_G25__,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,EPR2_G25___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ETI2.G6,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ETU2_G21__,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ETU2_G21___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ETU2_G22__,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ETU2_G22___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ETU2_G23__,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ETU2_G23___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ETU2_G24__,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,ETU2_G24___,Czech Republic,t,f,,,,,,,,,,,,,f,
ENTSOE,,GKM AG Amprion,Germany,t,f,,,,,,,,,,,,,f,
ENTSOE,,GKM AG DBEnergie,Germany,t,f,,,,,,,,,,,,,f,
ENTSOE,,GUARDO 1,Spain,t,f,,,,,,,,,,,,,f,
ENTSOE,,KS,Kosovo,t,f,,,,,,,,,,,,,f,
ENTSOE,,KS_TGA3,Kosovo,t,f,,,,,,,,,,,,,f,
ENTSOE,,KS_TGB2,Kosovo,t,f,,,,,,,,,,,,,f,
ENTSOE,,MÁ2_gép3,Hungary,t,f,,,,,,,,,,,,,f,
ENTSOE,,NLROTTETH_,Netherlands,t,f,,,,,,,,,,,,,f,
ENTSOE,,NLROTTETH__1,Netherlands,t,f,,,,,,,,,,,,,f,
ENTSOE,,P.G.RODR 2,Spain,t,f,,,,,,,,,,,,,f,
ENTSOE,,P.G.RODR 3,Spain,t,f,,,,,,,,,,,,,f,
ENTSOE,,P.G.RODR 4,Spain,t,f,,,,,,,,,,,,,f,
ENTSOE,,UP_FUSINA_T,Italy,t,f,,,L100000102860,Andrea Palladio power station,70.6,,,,,,,,f,
NPP,,DISHERGARH TPP,India,t,f,,,L100000102264,Ichagarh power station,66.7,L100000102534,Suratgarh Super Thermal Power Station,63.2,L100000102121,Adani Raigarh Thermal Power Plant,60.9,,f,
NPP,,JSW Mahanadi Power Company Limited,India,t,f,,,L100000102159,KSK Mahanadi Power Project,61.5,L100000102096,Casecade Power Lakhisarai power station,57.6,,,,,f,
NPP,,Nagai TPP,India,t,f,,,L100000102493,Rengali power station,66.7,L100000102099,Indragacchi power station,62.5,L100000102320,Bansagar power station,61.5,,f,
NPP,,TCP Limited,India,t,f,,,L100000102228,Surat Lignite Power Plant,58.3,,,,,,,,f,
ONS,,U.JLACERDA A,Brazil,t,f,,,L100000100134,Jorge Lacerda power station,64,L100000200425,URE Lara power station,60,,,,,f,
ONS,,U.JLACERDA B,Brazil,t,f,,,L100000100134,Jorge Lacerda power station,64,L100000200425,URE Lara power station,60,,,,,f,
ONS,,U.JLACERDA C,Brazil,t,f,,,L100000100134,Jorge Lacerda power station,64,L100000200425,URE Lara power station,60,L100000200460,Cachoeira Dourada power station,55.2,,f,
ONS,,UT.POR.ITAQUI,Brazil,t,f,,,L100000408533,Porsud II power station,63.6,L100000100120,Itaqui power station,63.2,L100000408534,Porsud I power station,57.1,,f,
CHILE,,TER BOCAMINA II,Chile,t,t,legacy-pipeline,grandfathered llm match to GPPD 'BOCAMINA (I-II)'; no GEM link — review,L100000100195,Bocamina power station,69.6,,,,,,,,f,
CHILE,,TER CAMPICHE,Chile,t,t,,,L100000406554,El Campesino power station,58.3,L100000200475,CMPC Santa Fe power station,56,,,,,f,
CHILE,,TER NORGENER,Chile,t,t,legacy-pipeline,grandfathered llm match to GPPD 'TERMOELECTRICA NORGENER (NTO2)'; no GEM link — review,L100000100185,Nueva Tocopilla power station,80,L100000406569,Tierra Noble power station,58.3,L100000100199,RG Generación power station,56,,f,
CHILE,,TER NUEVA VENTANAS,Chile,t,t,,,L100000406561,Nueva Renca power station,69,L100000100194,Ventanas power station,61.5,,,,,f,
CHILE,,TER VENTANAS II,Chile,t,t,legacy-pipeline,grandfathered llm match to GPPD 'VENTANAS'; no GEM link — review,L100000100194,Ventanas power station,69.6,,,,,,,,f,
EIA,994,AES Petersburg,United States,t,t,,,L100000103893,Petersburg Generating Station,78.6,L100000104065,AES Westover power station,61.5,L100001048366,Roseburg Forest Products power station,57.9,,f,
EIA,1915,Allen S King,United States,t,t,,,L100000103996,Allen S. King Generating Plant,58.5,L100000104676,AES Hickling power station,58.3,L100000402302,Allegheny Energy power station,57.1,,f,
EIA,50305,Alpena Cement Plant,United States,t,t,,,L100000104239,Glen Lyn Plant,66.7,L100000409201,Basin Creek Plant,66.7,L100000104153,New Castle Plant,62.9,,f,
EIA,54212,American Crystal Sugar Crookston,United States,t,t,,,,,,,,,,,,,f,
EIA,54213,American Crystal Sugar Drayton,United States,t,t,,,L100000104119,Stuart Generating Station,58.2,L100001064541,MidAmerican RES power stations,56.7,,,,,f,
EIA,54214,American Crystal Sugar East Grand Forks,United States,t,t,,,,,,,,,,,,,f,
EIA,54210,American Crystal Sugar Hillsboro,United States,t,t,,,,,,,,,,,,,f,
EIA,54211,American Crystal Sugar Moorhead,United States,t,t,,,,,,,,,,,,,f,
EIA,6469,Antelope Valley,United States,t,t,,,L100000104089,Antelope Valley Station,78.9,L100000409202,Antelope power station,69.6,L100000104014,Blue Valley Power Plant,69.2,,f,
EIA,160,Apache Station,United States,t,t,,,L100000103804,Arapahoe Station,86.7,L100000103812,Pawnee Station,78.6,L100000104266,Alma Station,76.9,,f,
EIA,10684,Argus Cogen Plant,United States,t,t,,,L100000103868,Marion Plant,69,L100000402437,Bayou cogeneration plant,68.3,L100001047527,Stony Brook Cogen Plant,65,,f,
EIA,889,Baldwin Energy Complex,United States,t,t,,,L100000104073,Buck Steam Station,78,L100000407695,Broadwing Energy Center,71.1,L100000401868,Hines energy complex,66.7,,f,
EIA,3,Barry,United States,t,t,,,L100000401867,DeBary power station,72.7,L100001023597,Bayou power station,60,,,,,f,
EIA,703,Bowen,United States,t,t,,,L100000103845,Plant Bowen,62.5,L100000104288,Wygen I power station,60,L100000402288,Rowan power station,60,,f,
EIA,602,Brandon Shores,United States,t,t,,,L100000104100,Bay Shore Plant,62.1,L100000103961,Brandon Shores Generating Station,59.6,L100000103802,Rio Bravo Poso Power Plant,57.1,,f,
EIA,2828,Cardinal,United States,t,t,,,L100000402142,Canal power station,76.9,L100000104103,Cardinal Plant,72.7,L100000402395,Cadiz power plant,61.5,,f,
EIA,113,Cholla,United States,t,t,,,L100000402115,Hallam power station,66.7,L100000409215,Chowchilla II power station,63.2,L100000402300,Nichols power station,61.5,,f,
EIA,1893,Clay Boswell,United States,t,t,legacy-pipeline,grandfathered rapidfuzz match to GPPD 'Clay Boswell'; no GEM link — review,L100000103998,Boswell Energy Center,80,L100000103845,Plant Bowen,60.9,L100001045977,Bell County Power Plant,60.9,,f,
EIA,983,Clifty Creek,United States,t,t,,,L100000103881,Clifty Creek Station,75,L100000104195,Coleto Creek power station,75,L100000402306,Garden City power station,60.9,,f,
EIA,6076,Colstrip,United States,t,t,,,L100001047862,VoltaGrid power plant,58.8,L100000104031,Colstrip Steam Plant,57.1,,,,,f,
EIA,10784,Colstrip Energy LP,United States,t,t,,,L100000401730,Astoria Energy power station,68.8,L100000401729,Astoria Energy II power station,68.6,L100000402132,Lodi energy center,66.7,,f,
EIA,8023,Columbia (WI),United States,t,t,,,L100000200394,Columbus power station,75,L100000201328,Columbus Mill power station,66.7,L100000104037,Columbus ADM power station,60,,f,
EIA,470,Comanche (CO),United States,t,t,legacy-pipeline,grandfathered rapidfuzz match to GEM 'Comanche (OK) power station'; GEM name did not resolve to one location — review,L100000103807,Comanche power station,100,L100000401718,Magnet Cove power station,63.2,L100000401606,Cosumnes power station,62.5,,f,
EIA,3118,Conemaugh,United States,t,t,,,L100000401718,Magnet Cove power station,60,L100000103807,Comanche power station,58.8,L100000104285,Naughton Power Plant,58.8,,f,
EIA,6177,Coronado,United States,t,t,,,L100000401966,Ormond Beach power station,60,L100000104221,Carbon Power Plant,57.1,L100000401644,Orlando cogeneration power station,57.1,,f,
EIA,50900,Covington Facility,United States,t,t,,,L100001048354,Concord Facility power station,76.5,L100000103798,ACE Cogeneration Facility,69.8,L100000402516,Taft cogeneration Facility,68.2,,f,
EIA,8222,Coyote,United States,t,t,,,L100000103935,Cooper power station,66.7,L100000401865,Anclote power station,61.5,L100000104091,Coyote Station,60,,f,
EIA,6021,Craig (CO),United States,t,t,,,L100000201351,Grayling power station,61.5,L100000402395,Cadiz power plant,60,L100000104247,Centralia Power Plant,57.1,,f,
EIA,130,Cross,United States,t,t,,,L100000401606,Cosumnes power station,61.5,L100001047756,Pecos power plant,60,L100000402064,Odessa-Ector power plant,58.8,,f,
EIA,6823,D B Wilson,United States,t,t,legacy-pipeline,grandfathered rapidfuzz match to GPPD 'D B Wilson'; no GEM link — review,L100000103953,Wilson Station,84.2,L100000409274,Wilson power station,75,L100000401922,Baxter Wilson power station,69.6,,f,
EIA,963,Dallman,United States,t,t,,,L100000103856,Dallman Station,63.6,L100000402333,Almond power plant,61.5,L100000402115,Hallam power station,61.5,,f,
EIA,2914,Dover (OH),United States,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Dover'; no GEM link — review,L100000104235,Clover power station,72.7,L100000201342,Eastover power station,61.5,L100000401781,Olive power station,60,,f,
EIA,26,E C Gaston,United States,t,t,,,L100001047646,Evanston power station,66.7,L100000409253,Weston RICE power station,66.7,L100000104171,Cope Station,63.6,,f,
EIA,1355,E W Brown,United States,t,t,,,L100000401871,P L Bartow power station,63.2,L100000402288,Rowan power station,57.1,L100000103878,A. B. Brown power station,55.6,,f,
EIA,6018,East Bend,United States,t,t,,,L100000409263,Plains End power station,63.2,L100000103845,Plant Bowen,60,L100000402259,Desert Basin power station,57.1,,f,
EIA,10603,Ebensburg Power,United States,t,t,,,L100000401687,Green Power 2 power station,64.3,L100000402171,Oleander power project,62.1,L100001048065,NRG Tolar Power Center,59.5,,f,
EIA,4050,Edgewater,United States,t,t,,,L100001048104,Clearwater Power Plant,63.2,L100001047610,Ryegate power station,62.5,L100000409260,Red Gate Power Plant,58.8,,f,
EIA,50392,Eielson AFB Central Heat & Power Plant,United States,t,t,,,L100001080952,Chevron AI Data Center Project,60.9,L100000402248,Central Energy Plant,59.1,L100000402533,Central Utility Plant - Texas A&M power station,58.2,,f,
EIA,2878,FirstEnergy Bay Shore,United States,t,t,,,L100000402305,FirstEnergy West Lorain power station,68.2,L100000409241,Shoreham Energy power station,66.7,L100000402098,Hog Bayou energy center,63.6,,f,
EIA,3943,FirstEnergy Fort Martin Power Station,United States,t,t,,,L100000402305,FirstEnergy West Lorain power station,73.9,L100000104250,Fort Martin power station,64.7,L100000103859,Fisk Generating Station,60.9,,f,
EIA,3944,FirstEnergy Harrison Power Station,United States,t,t,,,L100000401964,Garrison energy center,71.4,L100000402305,FirstEnergy West Lorain power station,69.8,L100000401999,Hays Energy Project,64.5,,f,
EIA,10343,Foster Wheeler Mt Carmel Cogen,United States,t,t,,,L100000401651,Foster Wheeler Martinez power station,64.2,L100000104152,Mt. Carmel Cogeneration Facility,59,L100000401588,Carlsbad energy center,57.7,,f,
EIA,2442,Four Corners,United States,t,t,,,L100000104060,Four Corners Steam Plant,66.7,L100001046842,Fort Cherry power station,60.9,L100000402062,Forney energy center,56.2,,f,
EIA,165,GREC,United States,t,t,,,,,,,,,,,,,f,
EIA,3403,Gallatin (TN),United States,t,t,,,L100000402509,Goal Line power station,70.6,L100000201351,Grayling power station,62.5,L100000104107,Gavin Power Plant,61.5,,f,
EIA,8102,"Gavin Power, LLC",United States,t,t,,,L100000401540,Magnolia power project,62.1,L100000407696,Coyote Clean power project,60.6,L100000402459,Power Island power station,59.3,,f,
EIA,54318,General Chemical,United States,t,t,,,L100000402185,Chehalis generating facility,59.1,L100000402483,Hal C Weaver power plant,57.1,L100000402248,Central Energy Plant,55.6,,f,
EIA,1356,Ghent,United States,t,t,,,L100000104288,Wygen I power station,60,,,,,,,,f,
EIA,6113,Gibson,United States,t,t,,,L100000409274,Wilson power station,66.7,L100000401786,Grayson power station,61.5,L100000401877,Madison power station,61.5,,f,
EIA,55749,Hardin Generator Project,United States,t,t,,,L100000401998,Harbor cogeneration power station,68.6,L100000401680,Sabine cogeneration power station,68.6,L100000104034,Hardin Generating Station,68.3,,f,
EIA,6193,Harrington,United States,t,t,,,L100000104252,Harrison power station,77.8,L100000402360,Remington power station,73.7,L100000104199,Harrington Station,71.4,,f,
EIA,2079,Hawthorn,United States,t,t,,,L100000402246,Whitehorn power station,70.6,L100000104016,Hawthorn Station,66.7,L100000409233,Wheaton power station,66.7,,f,
EIA,108,Holcomb,United States,t,t,,,L100000103921,Holcomb Station,63.6,,,,,,,,f,
EIA,6065,Iatan,United States,t,t,,,L100000402265,Santan power station,72.7,,,,,,,,f,
EIA,1710,J H Campbell,United States,t,t,legacy-pipeline,grandfathered rapidfuzz match to GPPD 'J H Campbell'; no GEM link — review,L100000103974,Campbell Generating Plant,87,L100000409218,Campbell Industrial Park power station,55.6,,,,,f,
EIA,7097,J K Spruce,United States,t,t,,,L100000104200,J. K. Spruce Station,71.4,L100000104236,Spruance power station,66.7,L100000401825,A L Pierce power station,60,,f,
EIA,6002,James H Miller Jr,United States,t,t,,,L100000103783,Miller Steam Plant,73.9,L100000104019,James River power station,71.4,L100000201357,Jesup Mill power station,59.3,,f,
EIA,8066,Jim Bridger,United States,t,t,,,L100000104685,High Bridge power station,72.7,L100000104283,Jim Bridger Steam Plant,64.7,L100000104102,Burger Plant,60,,f,
EIA,3935,John E Amos,United States,t,t,legacy-pipeline,grandfathered rapidfuzz match to GPPD 'John E Amos'; no GEM link — review,L100000104249,Amos Plant,100,L100000104281,Dave Johnston Power Plant,58.3,,,,,f,
EIA,4271,John P Madgett,United States,t,t,,,L100000104272,John Madgett Station,76.5,L100000402276,John S Rainey power station,59.3,L100001047711,John H Warden power station,59.3,,f,
EIA,3136,Keystone,United States,t,t,,,L100000104170,Kapstone Power Plant,75,L100000104027,Sikeston power station,75,L100000104280,Weston Power Plant,71.4,,f,
EIA,876,Kincaid Generation LLC,United States,t,t,,,L100000103867,Kincaid Generating Station,75,L100000103813,Rawhide Energy Station,68.2,L100000401685,Ingleside cogeneration power station,68.2,,f,
EIA,3407,Kingston,United States,t,t,,,L100000409252,Winston power station,80,L100000104183,Big Stone Power Plant,70.6,L100000407407,Newington power station,70.6,,f,
EIA,2876,Kyger Creek,United States,t,t,,,L100000401732,Decker Creek power station,78.3,L100000402070,Stryker Creek power station,75,L100000104111,Kyger Creek Station,73.3,,f,
EIA,1241,La Cygne,United States,t,t,,,L100000401567,Cane Island power station,63.2,L100000104062,Cayuga power station (New York),57.1,L100001080449,Lea County power station,55.6,,f,
EIA,2817,Leland Olds,United States,t,t,,,L100000104093,Leland Olds Station,73.3,L100000104053,England Generating Station,57.1,L100000409263,Plains End power station,57.1,,f,
EIA,298,Limestone,United States,t,t,,,L100000104027,Sikeston power station,70.6,L100000104183,Big Stone Power Plant,66.7,L100000104081,Lumberton Power Plant,66.7,,f,
EIA,56671,Longview Power Plant,United States,t,t,,,L100000104255,Longview Plant,72.7,L100001047596,Longview Fibre power station,72.7,L100000103841,Longleaf power station,62.5,,f,
EIA,6664,Louisa,United States,t,t,,,L100000407424,Louisiana 1 power station,70.6,L100000401914,Louisiana 2 power station,70.6,L100001080902,Alamosa power station,61.5,,f,
EIA,57949,MSC Sebewaing,United States,t,t,,,,,,,,,,,,,f,
EIA,7030,Major Oak Power,United States,t,t,,,L100000104217,Major Oak power station,75,L100000402063,Lamar power project,69.2,L100000401540,Magnolia power project,69,,f,
EIA,976,Marion,United States,t,t,,,L100000401877,Madison power station,76.9,L100000104252,Harrison power station,71.4,L100000408052,Mark One power station,71.4,,f,
EIA,2727,Marshall (NC),United States,t,t,,,L100000402017,Marshalltown power station,80,L100000409264,Pearsall power station,75,L100000103984,Marysville Power Plant,66.7,,f,
EIA,6250,Mayo,United States,t,t,,,L100001023597,Bayou power station,66.7,L100000401539,Canyon power plant,60,L100000402299,Maddox power station,60,,f,
EIA,6213,Merom,United States,t,t,,,L100000104022,Meramec Power Plant,66.7,L100000104081,Lumberton Power Plant,57.1,L100000103869,Meredosia power station,57.1,,f,
EIA,2364,Merrimack,United States,t,t,,,L100000104049,Merrimack Station,69.2,L100000104022,Meramec Power Plant,62.5,L100000103900,Warrick Power Plant,62.5,,f,
EIA,2832,Miami Fort,United States,t,t,,,L100000104250,Fort Martin power station,76.2,L100000104113,Miami Fort Station,71.4,L100000402225,Fort St Vrain power station,60.9,,f,
EIA,997,Michigan City,United States,t,t,,,L100000401674,Michigan power station,76.2,L100000402434,Victoria City power station,69.2,L100000402306,Garden City power station,66.7,,f,
EIA,2823,Milton R Young,United States,t,t,,,L100000104094,Milton R. Young Station,77.8,L100001047528,Ticonderoga Mill power plant,60,L100000401771,Mickleton Station,58.1,,f,
EIA,6264,Mountaineer,United States,t,t,,,L100000104259,Mountaineer Plant,78.6,L100001025813,Mountain Peak Power Plant,75,L100000104225,Intermountain power station,66.7,,f,
EIA,1167,Muscatine Plant #1,United States,t,t,,,L100000104259,Mountaineer Plant,70.6,L100000103868,Marion Plant,69,L100000104153,New Castle Plant,66.7,,f,
EIA,2952,Muskogee,United States,t,t,,,L100001081005,Muskogee Data Center power station,57.1,,,,,,,,f,
EIA,6096,Nebraska City,United States,t,t,,,L100000104040,Nebraska City Station,76.5,L100000402499,Texas City power plant,69.6,L100000402167,Ponca City power station,60.9,,f,
EIA,54867,Neenah Paper Munising Mill,United States,t,t,,,L100001048418,Nekoosa Paper Mill power station,63.6,L100001048417,Mosinee Mill power station,57.9,,,,,f,
EIA,7504,Neil Simpson II,United States,t,t,,,L100000104286,Neil Simpson Power Plants,60,,,,,,,,f,
EIA,2291,North Omaha,United States,t,t,,,L100000104041,North Omaha Station,73.3,L100000409243,North Pole power station,66.7,L100000104002,Northeast Power Station,60,,f,
EIA,8224,North Valmy,United States,t,t,,,L100000104045,North Valmy Station,73.3,L100000409243,North Pole power station,66.7,L100000104002,Northeast Power Station,60,,f,
EIA,50888,Northampton Generating Company LP,United States,t,t,,,L100000104138,Cromby Generating Station,72.4,L100000103963,Crane Generating Station,72.1,L100000104154,Northampton Generating Plant,72.1,,f,
EIA,2963,Northeastern,United States,t,t,legacy-pipeline,grandfathered rapidfuzz match to GPPD 'Northeastern'; no GEM link — review,L100000104149,Kline Cogeneration Facility,100,L100000104002,Northeast Power Station,85.7,L100000104126,Northeastern Station,75,,f,
EIA,6180,Oak Grove (TX),United States,t,t,,,L100000104206,Oak Grove Plant,75,L100000104277,South Oak Creek Plant,66.7,L100000402377,Rock River power station,63.2,,f,
EIA,2935,Orrville,United States,t,t,,,L100001026080,Kerrville power plant,82.4,L100000401916,Perryville power station,77.8,L100000407409,Montville power station,70.6,,f,
EIA,6254,Ottumwa,United States,t,t,,,L100000408056,Brotman power station,57.1,,,,,,,,f,
EIA,58069,PRSI FCC Generator,United States,t,t,,,L100000401681,RS cogeneration power station,72.7,L100000402519,Morris cogeneration power station,64.9,L100000401680,Sabine cogeneration power station,64.9,,f,
EIA,2936,Painesville,United States,t,t,,,L100000104105,Conesville Power Plant,76.2,L100000104264,Rivesville power station,76.2,L100000103792,Springerville power station,75,,f,
EIA,50628,Paulsboro Refinery,United States,t,t,,,L100000401730,Astoria Energy power station,62.5,L100000401554,Elwood Energy power station,58.1,L100000401729,Astoria Energy II power station,57.1,,f,
EIA,6248,Pawnee,United States,t,t,,,L100000401950,Manatee power station,61.5,L100000103812,Pawnee Station,60,L100000104193,Celanese power station,57.1,,f,
EIA,59,Platte,United States,t,t,,,L100000402301,Plant X power station,61.5,L100000104080,Lee Steam Plant,57.1,L100000104226,Sevier Plant,55.6,,f,
EIA,879,Powerton,United States,t,t,,,L100000104280,Weston Power Plant,71.4,L100000409228,Watertown Power Plant,70.6,L100000409233,Wheaton power station,66.7,,f,
EIA,1073,Prairie Creek,United States,t,t,,,L100000104156,Piney Creek Power Plant,75,L100001047759,Lime Creek power station,69.6,L100000402339,Peno Creek power station,69.6,,f,
EIA,6085,R M Schahfer,United States,t,t,,,,,,,,,,,,,f,
EIA,1393,R S Nelson,United States,t,t,,,L100000200380,SPI Anderson 2 power station,58.3,L100001047525,S A Carlson power station,57.1,L100000401681,RS cogeneration power station,56,,f,
EIA,6761,Rawhide,United States,t,t,,,,,,,,,,,,,f,
EIA,50933,Rhinelander Mill,United States,t,t,,,L100000201392,Springfield Mill power station,68.8,L100001047690,Red River Mill power station,66.7,L100000402505,Riverdale Mill power station,66.7,,f,
EIA,6166,Rockport,United States,t,t,,,L100000402503,Lockport power station,87.5,L100000103895,Rockport Plant,72.7,L100000402111,Northport power station,58.8,,f,
EIA,57953,Roquette America,United States,t,t,,,L100000408060,Project Permian power station,58.1,L100000407414,MEC South power station,56,,,,,f,
EIA,2712,Roxboro,United States,t,t,,,L100001048416,Riceboro power station,66.7,L100000401747,Birdsboro power station,62.5,L100000402051,Harbor power station,61.5,,f,
EIA,57928,SIUC,United States,t,t,,,L100000104028,Sioux Power Plant,66.7,,,,,,,,f,
EIA,6183,San Miguel,United States,t,t,,,L100000401733,Sand Hill power station,63.2,L100000103839,International Paper Savannah Mill,60.9,L100001047477,Wauna Mill power station,60,,f,
EIA,56611,Sandy Creek Energy Station,United States,t,t,,,L100000401738,Deer Creek station,77.3,L100001042998,Mullin Creek Generating Station,73.7,L100000103945,Mill Creek Station,72.7,,f,
EIA,10361,Savannah River Mill,United States,t,t,legacy-pipeline,grandfathered rapidfuzz match to GPPD 'Savannah River Mill'; no GEM link — review,L100000103839,International Paper Savannah Mill,81.2,L100000402505,Riverdale Mill power station,66.7,L100001047704,Savannah River Site Biomass Cogen power station,61.5,,f,
EIA,6257,Scherer,United States,t,t,,,L100001047842,Rochester power station,62.5,L100001047526,Shoemaker power plant,62.5,L100000104003,Sherburne County Plant,61.5,,f,
EIA,2367,Schiller,United States,t,t,,,L100000104050,Schiller Station,66.7,L100001047793,Inver Hills power station,63.2,L100001047476,Hillburn power plant,62.5,,f,
EIA,10167,Seadrift Coke LP,United States,t,t,,,L100000401776,CES Placerita power plant,55.2,,,,,,,,f,
EIA,1379,Shawnee,United States,t,t,,,L100000401564,Hardee power station,61.5,L100000402052,Haynes power station,61.5,L100000401927,Sabine power station,61.5,,f,
EIA,2277,Sheldon,United States,t,t,,,L100000402004,Soldotna power station,66.7,L100000104043,Sheldon Station,63.6,L100000104003,Sherburne County Plant,61.5,,f,
EIA,10849,Silver Bay Power,United States,t,t,,,L100000104004,Silver Bay Power Plant,76.9,L100000104158,River Hill Power Project,68.8,L100001047645,Seminoe Power Project,62.1,,f,
EIA,6095,Sooner,United States,t,t,,,L100000103935,Cooper power station,66.7,L100000402038,Snyder power station,66.7,L100000401785,Spencer power station,61.5,,f,
EIA,54533,Southern Minnesota Beet Sugar,United States,t,t,,,L100001047654,Clewiston Sugar House power station,56,L100000103911,George Neal Station South,55.6,L100000104119,Stuart Generating Station,55.6,,f,
EIA,54634,St Nicholas Cogen Project,United States,t,t,,,L100000104163,St. Nicholas Cogeneration Plant,72.3,L100000103828,Indiantown Cogen power station,60.6,L100000201393,St Paul Cogeneration power station,59.5,,f,
EIA,50951,Sunnyside Cogen Associates,United States,t,t,,,L100000402508,Yuma cogeneration Associates power station,66.7,L100000401666,Nevada cogeneration Associates 1 power station,65.5,L100000401665,Nevada cogeneration Associates 2 power station,65.5,,f,
