country,gem_location_id,gem_plant_name,other_names,local_name,state_province,latitude,longitude,operating_mw,retired_mw,units_operating,units_retired,units_other_status,wiki_url
Australia,L100000100031,Anglesea power station,,,Victoria,-38.38655,144.182062,,160,0,1,0,https://www.gem.wiki/Anglesea_power_station
Australia,L100000100027,Arckaringa Coal-to-Liquids and Power Project,,,South Australia,-27.938926,134.726094,,,0,0,2,https://www.gem.wiki/Arckaringa_Coal-to-Liquids_and_Power_Project
Australia,L100000100004,Bayswater power station,,,New South Wales,-32.395,150.9492,2665,,4,0,1,https://www.gem.wiki/Bayswater_power_station
Australia,L100000100038,Bluewaters power station,,,Western Australia,-33.332186,116.228023,466,,2,0,2,https://www.gem.wiki/Bluewaters_power_station
Australia,L100000100012,Callide Oxyfuel Project,,Callide-A power station,Queensland,-24.347222,150.617115,,30,0,1,0,https://www.gem.wiki/Callide_Oxyfuel_Project
Australia,L100000100013,Callide power station,,,Queensland,-24.347222,150.617115,1620,,4,0,0,https://www.gem.wiki/Callide_power_station
Australia,L100000100039,Collie power station,,,Western Australia,-33.343094,116.260847,350,,1,0,0,https://www.gem.wiki/Collie_power_station
Australia,L100000104597,Collinsville (Shine Energy) power station,,,New South Wales,-20.545051,147.804557,,,0,0,3,https://www.gem.wiki/Collinsville_(Shine_Energy)_power_station
Australia,L100000100014,Collinsville power station,,,Queensland,-20.545051,147.804557,,180,0,5,0,https://www.gem.wiki/Collinsville_power_station
Australia,L100000100040,Coolimba power station,,,Western Australia,-29.816667,115.266667,,,0,0,3,https://www.gem.wiki/Coolimba_power_station
Australia,L100000100032,Dual Gas power station,,,Victoria,-38.251967,146.41634,,,0,0,2,https://www.gem.wiki/Dual_Gas_power_station
Australia,L100000100033,Energy Brix power station,,Morwell power station,Victoria,-38.25397,146.413666,,150,0,4,0,https://www.gem.wiki/Energy_Brix_power_station
Australia,L100000100005,Eraring power station,,,New South Wales,-33.06223,151.521359,2880,,4,0,0,https://www.gem.wiki/Eraring_power_station
Australia,L100000100015,Galilee Basin Power Project,,,Queensland,-21.149203,144.799206,,,0,0,2,https://www.gem.wiki/Galilee_Basin_Power_Project
Australia,L100000100016,Galilee Power project,,,Queensland,-23.473166,146.551237,,,0,0,2,https://www.gem.wiki/Galilee_Power_project
Australia,L100000100017,Gladstone power station,,,Queensland,-23.850667,151.219711,1680,,6,0,0,https://www.gem.wiki/Gladstone_power_station
Australia,L100000104598,Hazelwood (Sunset Power International) power station,,,Victoria,-38.271833,146.390879,,,0,0,2,https://www.gem.wiki/Hazelwood_(Sunset_Power_International)_power_station
Australia,L100000100034,Hazelwood power station,,,Victoria,-38.271833,146.390879,,1600,0,8,0,https://www.gem.wiki/Hazelwood_power_station
Australia,L100000100018,Kogan Creek power station,,,Queensland,-26.917881,150.750738,750,,1,0,0,https://www.gem.wiki/Kogan_Creek_power_station
Australia,L100000104765,Kurri Kurri power station,,,New South Wales,-32.829077,151.467635,,,0,0,2,https://www.gem.wiki/Kurri_Kurri_power_station
Australia,L100000100041,Kwinana power station,,,Western Australia,-32.198337,115.775155,,640,0,4,0,https://www.gem.wiki/Kwinana_power_station
Australia,L100000100006,Liddell power station,,,New South Wales,-32.3716,150.978421,,2000,0,4,0,https://www.gem.wiki/Liddell_power_station
Australia,L100000100035,Loy Yang A power station,,,Victoria,-38.252414,146.575334,2215,,4,0,0,https://www.gem.wiki/Loy_Yang_A_power_station
Australia,L100000100036,Loy Yang B power station,,,Victoria,-38.255503,146.586018,1026,,2,0,0,https://www.gem.wiki/Loy_Yang_B_power_station
Australia,L100000100019,Millmerran power station,,,Queensland,-27.960696,151.279301,880,,2,0,0,https://www.gem.wiki/Millmerran_power_station
Australia,L100000100020,Moray power station,,,Queensland,-22.012451,146.383553,,,0,0,1,https://www.gem.wiki/Moray_power_station
Australia,L100000100007,Mount Piper power station,,,New South Wales,-33.358087,150.032036,1390,,2,0,2,https://www.gem.wiki/Mount_Piper_power_station
Australia,L100000100042,Muja power station,,,Western Australia,-33.445875,116.307528,454,640,2,6,0,https://www.gem.wiki/Muja_power_station
Australia,L100000100008,Munmorah power station,,,New South Wales,-33.212081,151.542216,,600,0,2,0,https://www.gem.wiki/Munmorah_power_station
Australia,L100000100028,Northern Augusta power station,,"Northern power station, Port Augusta power station",South Australia,-32.542518,137.78785,,520,0,2,0,https://www.gem.wiki/Northern_Augusta_power_station
Australia,L100000100029,Playford power station,,"Playford B power station, Port Augusta power station",South Australia,-32.538523,137.782198,,240,0,4,0,https://www.gem.wiki/Playford_power_station
Australia,L100000100009,Redbank power station,,,New South Wales,-32.580534,151.07147,,151,0,1,0,https://www.gem.wiki/Redbank_power_station
Australia,L100000100021,Stanwell power station,,,Queensland,-23.509114,150.317801,1460,,4,0,0,https://www.gem.wiki/Stanwell_power_station
Australia,L100000104726,Swanbank-A power station,,,Queensland,-27.660536,152.812899,,396,0,6,0,https://www.gem.wiki/Swanbank-A_power_station
Australia,L100000405135,Swanbank-E power station,,,Queensland,-27.660536,152.812899,,500,0,4,0,https://www.gem.wiki/Swanbank-E_power_station
Australia,L100000100023,Tarong North power station,,,Queensland,-26.777293,151.914311,445,,1,0,0,https://www.gem.wiki/Tarong_North_power_station
Australia,L100000100024,Tarong power station,,,Queensland,-26.783688,151.915274,1400,,4,0,0,https://www.gem.wiki/Tarong_power_station
Australia,L100000104625,Vales Point A power station (replacement),,,New South Wales,-33.161012,151.545252,,,0,0,1,https://www.gem.wiki/Vales_Point_A_power_station_(replacement)
Australia,L100000100010,Vales Point power station,,,New South Wales,-33.161012,151.545252,1320,,2,0,0,https://www.gem.wiki/Vales_Point_power_station
Australia,L100000100011,Wallerawang power station,,,New South Wales,-33.402337,150.083722,,1000,0,2,0,https://www.gem.wiki/Wallerawang_power_station
Australia,L100000100025,Wandoan Power Project,,,Queensland,-26.133333,149.95,,,0,0,1,https://www.gem.wiki/Wandoan_Power_Project
Australia,L100000100043,Worsley Refinery power station,,Worsley Refinery Cogen Steam Power Plant,Western Australia,-33.23519,116.068694,148,68,3,2,0,https://www.gem.wiki/Worsley_Refinery_power_station
Australia,L100000100037,Yallourn W power station,,Yallourn power station,Victoria,-38.177284,146.34421,1480,,4,0,0,https://www.gem.wiki/Yallourn_W_power_station
Australia,L100000100026,ZeroGen,,,Queensland,-23.509114,150.317801,,,0,0,1,https://www.gem.wiki/ZeroGen
Brazil,L100000100124,Açu power station,,,Rio de Janeiro,-22.908333,-43.196389,,,0,0,3,https://www.gem.wiki/A%C3%A7u_power_station
Brazil,L100000100122,Barcarena Alunorte power station,UTE Alunorte Barcarena,,Paraná,-1.569926,-48.754535,,104,0,2,0,https://www.gem.wiki/Barcarena_Alunorte_power_station
Brazil,L100000100123,Barcarena Vale power station,,,Pará,-1.505833,-48.625833,,,0,0,2,https://www.gem.wiki/Barcarena_Vale_power_station
Brazil,L100000100126,CTSul power station,,,Rio Grande do Sul,-29.515088,-51.993256,,,0,0,1,https://www.gem.wiki/CTSul_power_station
Brazil,L100000104612,Charqueadas power station,Usina Termelétrica Charqueadas,,Rio Grande do Sul,-29.951312,-51.622419,,72,0,1,0,https://www.gem.wiki/Charqueadas_power_station
Brazil,L100000100120,Itaqui power station,"Usina Termelétrica Itaqui, Usina de biomassa Itaqui","UTE Porto do Itaqui, UTE Termomaranhão, MPX Itaqui",Maranhão,-2.587312,-44.338353,360,,1,0,0,https://www.gem.wiki/Itaqui_power_station
Brazil,L100000100127,Jacuí New power station,,,Rio Grande do Sul,-29.966667,-51.633333,,,0,0,1,https://www.gem.wiki/Jacu%C3%AD_New_power_station
Brazil,L100000100134,Jorge Lacerda power station,Complexo Termelétrico Jorge Lacerda,CTJL,Santa Catarina,-28.452084,-48.968482,857,,7,0,0,https://www.gem.wiki/Jorge_Lacerda_power_station
Brazil,L100000100119,Maranhão São Luís power station,,,Maranhão,-2.528,-44.3044,,,0,0,1,https://www.gem.wiki/Maranh%C3%A3o_S%C3%A3o_Lu%C3%ADs_power_station
Brazil,L100000100133,Nova Seival power station,,,Rio Grande do Sul,-31.6,-53.733333,,,0,0,2,https://www.gem.wiki/Nova_Seival_power_station
Brazil,L100000100128,Pampa Sul power station,Usina Termelétrica Pampa Sul,Miroel Wolowski power station,Rio Grande do Sul,-31.4506,-53.77687,345,,1,0,1,https://www.gem.wiki/Pampa_Sul_power_station
Brazil,L100000100129,Pedras Altas power station,,,Rio Grande do Sul,-31.732865,-53.58575,,,0,0,2,https://www.gem.wiki/Pedras_Altas_power_station
Brazil,L100000100118,Porto do Pecém power station,Usina Terméletrica Pecém,,Ceará,-3.5827,-38.875,1085,,3,0,0,https://www.gem.wiki/Porto_do_Pec%C3%A9m_power_station
Brazil,L100000100131,Presidente Médici Candiota power station,Usina Termelétrica Candiota,Usina Termelétrica Candiota III (Presidente Médici-C power station Unit 5),Rio Grande do Sul,-31.5513644,-53.6830179,350,446,1,4,0,https://www.gem.wiki/Presidente_M%C3%A9dici_Candiota_power_station
Brazil,L100000100132,Seival power station,,,Rio Grande do Sul,-31.454444,-53.746389,,,0,0,2,https://www.gem.wiki/Seival_power_station
Brazil,L100000100121,São Luis Alumar power station,Central Elétrica São Luis Alumar,,Maranhão,-2.5283,-44.3044,,76,0,2,0,https://www.gem.wiki/S%C3%A3o_Luis_Alumar_power_station
Brazil,L100000100135,Usitesc power station,,,Santa Catarina,-28.516667,-49.466667,,,0,0,1,https://www.gem.wiki/Usitesc_power_station
Bulgaria,L100000100137,Bobov Dol power station,ТЕЦ Бобов Дол,,Kyustendil,42.285818,23.03283,630,,3,0,2,https://www.gem.wiki/Bobov_Dol_power_station
Bulgaria,L100000100142,Brikel power station,,Maritsa Iztok-1 power station,Stara Zagora,42.154555,25.906814,200,100,4,2,0,https://www.gem.wiki/Brikel_power_station
Bulgaria,L100000100141,Deven power station,,Devnya TPP,Smolyan,43.1963539,27.6326752,174,,2,0,0,https://www.gem.wiki/Deven_power_station
Bulgaria,L100000100150,Lom Power Station,,,Montana,43.7825,23.2175,,,0,0,1,https://www.gem.wiki/Lom_Power_Station
Bulgaria,L100000100136,Maritsa 3 power station,,,Haskovo,42.051942,25.623344,,120,0,1,0,https://www.gem.wiki/Maritsa_3_power_station
Bulgaria,L100000100148,Maritsa Iztok-1 power station,,AES Galabovo,Stara Zagora,42.1573,25.9084,690,,2,0,0,https://www.gem.wiki/Maritsa_Iztok-1_power_station
Bulgaria,L100000100143,Maritsa Iztok-2 power station,,Maritsa East 2 power station,Galabovo,42.254053,26.134007,1602,,8,0,2,https://www.gem.wiki/Maritsa_Iztok-2_power_station
Bulgaria,L100000100144,Maritsa Iztok-3 power station,,Maritza East-3 power station,Stara Zagora,42.14502,26.003009,454,454,2,2,1,https://www.gem.wiki/Maritsa_Iztok-3_power_station
Bulgaria,L100000100153,Maritsa Iztok-4 power station,,,Stara Zagora,42.1444,26.0033,,,0,0,1,https://www.gem.wiki/Maritsa_Iztok-4_power_station
Bulgaria,L100000100138,Republika power station,,,Pernik,42.607124,23.078699,105,,1,0,0,https://www.gem.wiki/Republika_power_station
Bulgaria,L100000100139,Ruse Iztok power station,,,Ruse,43.866654,26.010002,230,170,3,3,0,https://www.gem.wiki/Ruse_Iztok_power_station
Bulgaria,L100000100140,Sliven power station,,,Sliven,42.654762,26.325853,30,30,1,1,0,https://www.gem.wiki/Sliven_power_station
Bulgaria,L100000100146,Svilosa power station,,,Veliko Tarnovo,43.642272,25.305007,,120,0,2,0,https://www.gem.wiki/Svilosa_power_station
Bulgaria,L100000100145,Varna power station,ТЕЦ Варна,,Varna,43.19477,27.765472,,1260,0,6,0,https://www.gem.wiki/Varna_power_station
Bulgaria,L100000100147,Vidin Works power station,,Vidahim power station,Vidin,43.948363,22.850904,,120,0,2,0,https://www.gem.wiki/Vidin_Works_power_station
Chile,L100000100181,Andina-Hornitos power station,Termoeléctrica Andina-Hornitos,"Central Termoeléctrica Hornitos (CTH) (Unit 2), Andina power station (Unit 1), Hornitos power station (Unit 2), Central Termoeléctrica Andina (CTA) (Unit 1)",Antofagasta Region,-23.087707,-70.407472,355,,2,0,0,https://www.gem.wiki/Andina-Hornitos_power_station
Chile,L100000100182,Angamos power station,Termoeléctrica Angamos,,Antofagasta Region,-23.066268,-70.370119,558,,2,0,0,https://www.gem.wiki/Angamos_power_station
Chile,L100000100190,Barrancones power station,,,IV Region,-29.5,-71.2667,,,0,0,3,https://www.gem.wiki/Barrancones_power_station
Chile,L100000100195,Bocamina power station,Termoeléctrica Bocamina,,Biobio Region,-37.0218,-73.1663,,478,0,2,0,https://www.gem.wiki/Bocamina_power_station
Chile,L100000100187,Castilla power station,,,III Region,-27.366667,-70.333333,,,0,0,6,https://www.gem.wiki/Castilla_power_station
Chile,L100000100183,Cochrane power station,Termoeléctrica Cochrane,,Antofagasta Region,-23.0630274,-70.3661289,550,,2,0,0,https://www.gem.wiki/Cochrane_power_station
Chile,L100000100191,Cruz Grande power station,,,IV Region,-29.511953,-71.200084,,,0,0,2,https://www.gem.wiki/Cruz_Grande_power_station
Chile,L100000100192,Energía Minera power station,,,V Region,-32.733333,-71.416667,,,0,0,3,https://www.gem.wiki/Energ%C3%ADa_Minera_power_station
Chile,L100000100188,Guacolda power station,Termoeléctrica Guacolda,Huasco power station,Atacama Region,-28.465013,-71.256541,760,,5,0,0,https://www.gem.wiki/Guacolda_power_station
Chile,L100000100196,Los Robles power station,,,VII Region,-35.333333,-72.416667,,,0,0,2,https://www.gem.wiki/Los_Robles_power_station
Chile,L100000100198,Luz de Atacama power station,,,Atacama Region,-24.6,-70.5,,,0,0,2,https://www.gem.wiki/Luz_de_Atacama_power_station
Chile,L100000100184,Mejillones power station,Termoeléctrica Mejillones,"IEM2 (Unit 5), Infraestructura Energética de Mejillones, CTM (Unit 1, Unit2), IEM1 (Unit 4), Red Dragon (Unit 4, Unit 5)",Antofagasta,-23.0892,-70.4103,,709,0,3,1,https://www.gem.wiki/Mejillones_power_station
Chile,L100000100185,Nueva Tocopilla power station,Termoeléctrica Nueva Tocopilla,Norgener power station,Antofagasta Region,-22.096448,-70.209947,,277,0,2,0,https://www.gem.wiki/Nueva_Tocopilla_power_station
Chile,L100000100179,Pacífico power station,,,I Region,-20.80529,-70.19407,,,0,0,2,https://www.gem.wiki/Pac%C3%ADfico_power_station
Chile,L100000100180,Patache power station,Central termoeléctrica Tarapacá,Tarapacá power station,Tarapacá Region,-20.80532,-70.193195,,154,0,1,1,https://www.gem.wiki/Patache_power_station
Chile,L100000100189,Punta Alcalde power station,,,III Region,-28.570278,-71.311389,,,0,0,2,https://www.gem.wiki/Punta_Alcalde_power_station
Chile,L100000100199,RG Generación power station,,,Concepción,-37.016667,-73.216667,,,0,0,2,https://www.gem.wiki/RG_Generaci%C3%B3n_power_station
Chile,L100000100193,Río Corrientes power station,,,V Region,-32.750756,-71.481342,,,0,0,2,https://www.gem.wiki/R%C3%ADo_Corrientes_power_station
Chile,L100000100197,Santa María power station,Termoeléctrica Santa María,,Biobio Region,-37.0421,-73.1308,350,,1,0,1,https://www.gem.wiki/Santa_Mar%C3%ADa_power_station
Chile,L100000100186,Tocopilla power station,Termoeléctrica Tocopilla,,Antofagasta,-22.096386,-70.211759,,441,0,4,0,https://www.gem.wiki/Tocopilla_power_station
Chile,L100000100194,Ventanas power station,Termoeléctrica Ventanas,"Nueva Ventanas power station (Unit 3), Campiche power station (Unit 4), Ventanas Campiche power station",Valparaíso Region,-32.7512,-71.4825,544,340,2,2,0,https://www.gem.wiki/Ventanas_power_station
Czech Republic,L100000101794,Chvaletice power station,,,Pardubický,50.028062,15.450504,820,,4,0,0,https://www.gem.wiki/Chvaletice_power_station
Czech Republic,L100000101786,Detmarovice power station,Elektrárna a teplárna Dětmarovice,,Jihomoravsky,49.907184,18.464559,,800,0,4,0,https://www.gem.wiki/Detmarovice_power_station
Czech Republic,L100000101781,Hodonin power station,,,Jihomoravský,48.847759,17.120129,107,,2,0,0,https://www.gem.wiki/Hodonin_power_station
Czech Republic,L100000101787,Karvina power station,,,Moravskoslezsky,49.823463,18.480287,55,,1,0,1,https://www.gem.wiki/Karvina_power_station
Czech Republic,L100000101799,Kladno power station,,,Stredocesky,50.1535,14.12858,405.6,,3,0,0,https://www.gem.wiki/Kladno_power_station
Czech Republic,L100000101802,Komorany power station,Elektrárny Komořany,,Ústí nad Labem,50.522288,13.572102,197,,6,0,0,https://www.gem.wiki/Komorany_power_station
Czech Republic,L100000101803,Ledvice power station,,,Ústí nad Labem,50.57658,13.779761,770,220,2,2,0,https://www.gem.wiki/Ledvice_power_station
Czech Republic,L100000101798,Malesice power station,,,Praha,50.084967,14.525273,110,,2,0,0,https://www.gem.wiki/Malesice_power_station
Czech Republic,L100000101788,Marianske Hory power station,,,Moravskoslezsky,49.86,18.27,,30,0,1,0,https://www.gem.wiki/Marianske_Hory_power_station
Czech Republic,L100000101800,Melnik power station,"Elektr√°rna Mƒõln√≠k, Elektrárny Mělník",Elektr√°rna Mƒõln√≠k,Melnik,50.413132,14.41582,350,610,5,2,1,https://www.gem.wiki/Melnik_power_station
Czech Republic,L100000104919,Mondi Steti power station,,,Ustecky,50.46091835,14.37585352,94,,3,0,0,https://www.gem.wiki/Mondi_Steti_power_station
Czech Republic,L100000101810,Mostecka Power Station,,,Ústí nad Labem,50.503,13.63617,,,0,0,1,https://www.gem.wiki/Mostecka_Power_Station
Czech Republic,L100000101792,Olomouc power station,Teplárny Olomouc,Tepl√°rny Olomouc,Olomoucky,49.570879,17.304121,50,,1,0,0,https://www.gem.wiki/Olomouc_power_station
Czech Republic,L100000101795,Opatovice power station,Elektrárny Opatovice,,Pardubický,50.12283,15.790765,360,,6,0,0,https://www.gem.wiki/Opatovice_power_station
Czech Republic,L100000101777,Plana Nad Luznici power station,Planá nad Lužnicí,,Jihocesky,49.368459,14.702139,,46.5,0,1,0,https://www.gem.wiki/Plana_Nad_Luznici_power_station
Czech Republic,L100000101796,Plzen CHP power station,Plzeňská teplárna,Pilsen,Plzensky,49.754333,13.398754,137,,2,0,0,https://www.gem.wiki/Plzen_CHP_power_station
Czech Republic,L100000101797,Plzenska energetika ELU III power station,Zdroj Energetika (areál Škoda),Plzen Skoda power station,Plzensky,49.739529,13.345461,65,,2,0,0,https://www.gem.wiki/Plzenska_energetika_ELU_III_power_station
Czech Republic,L100000101804,Pocerady power station,Elektrárna Počerady,,Ustecky,50.4267,13.6747,1000,,5,0,0,https://www.gem.wiki/Pocerady_power_station
Czech Republic,L100000101784,Porici power station,,,Královéhradecký,50.572812,15.963992,110,55,2,1,0,https://www.gem.wiki/Porici_power_station
Czech Republic,L100000101793,Prerov power station,,,Olomoucky,49.445061,17.428525,,41,0,1,0,https://www.gem.wiki/Prerov_power_station
Czech Republic,L100000101811,Pribram power station,,,Central Bohemian,49.696,14.003,38,,1,0,0,https://www.gem.wiki/Pribram_power_station
Czech Republic,L100000101805,Prunerov power station,Elektrárna Prunéřov,Prunéřov power station,Ústí nad Labem,50.415122,13.255958,750,1490,3,9,0,https://www.gem.wiki/Prunerov_power_station
Czech Republic,L100000101801,Sko-Energo power station,,Mlada Boleslav power station,Central Bohemian,50.41721,14.93293,70,,2,0,0,https://www.gem.wiki/Sko-Energo_power_station
Czech Republic,L100000101782,Tisova power station,,,Karlovarský,50.149402,12.610338,276,,4,0,0,https://www.gem.wiki/Tisova_power_station
Czech Republic,L100000101789,Trebovice power station,Elektrárna Třebovice,,Moravskoslezsky,49.831905,18.211305,177,,3,0,0,https://www.gem.wiki/Trebovice_power_station
Czech Republic,L100000101790,Trinec-E3 power station,,,Moravskoslezsky,49.677778,18.672778,32,,1,0,0,https://www.gem.wiki/Trinec-E3_power_station
Czech Republic,L100000101807,Tusimice power station,,Vitkovice power station,Ústí nad Labem,50.381868,13.339973,800,,4,0,0,https://www.gem.wiki/Tusimice_power_station
Czech Republic,L100000101783,Vresova TPS power station,,,Karlovarský,50.255816,12.695936,,400,0,2,0,https://www.gem.wiki/Vresova_TPS_power_station
Czech Republic,L100000101785,Zlin power station,,,Moravian-Silesian,49.225,17.654,30,,1,0,0,https://www.gem.wiki/Zlin_power_station
Denmark,L100000101814,Amager power station,,,Hovedstaden,55.686777,12.627702,,424,0,3,0,https://www.gem.wiki/Amager_power_station
Denmark,L100000101818,Asnaes power station,,Asnæs Cogen Anlægget,Sjælland,55.661528,11.080892,,1319,0,4,0,https://www.gem.wiki/Asnaes_power_station
Denmark,L100000101815,Avedore power station,,Avedøre,Hovedstaden,55.60216,12.479064,,263,0,1,0,https://www.gem.wiki/Avedore_power_station
Denmark,L100000101820,Esbjerg power station,,,Syddanmark,55.454653,8.455244,,407,0,1,0,https://www.gem.wiki/Esbjerg_power_station
Denmark,L100000101821,Fyns power station,,"Havnegade, Fynsværket Biomasse Kogenværk",Syddanmark,55.429412,10.410212,,597,0,2,0,https://www.gem.wiki/Fyns_power_station
Denmark,L100000101817,Nordjylland power station,,Nordjyllandsvaerket power station,Nordjylland,57.073694,10.040779,411,305,1,1,0,https://www.gem.wiki/Nordjylland_power_station
Denmark,L100000101822,Ostkraft power station,,,Bornholm,55.1,14.7,,108,0,1,0,https://www.gem.wiki/Ostkraft_power_station
Denmark,L100000201147,Randers power station,,"Randers Kraftvarmeværk, Randers Cogen Anlæg",Midtjylland,56.4579,10.0466,,52,0,1,0,https://www.gem.wiki/Randers_power_station
Denmark,L100000101819,Stigsnaes power station,,,Sjælland,55.207693,11.25205,,409,0,2,0,https://www.gem.wiki/Stigsnaes_power_station
Denmark,L100000101816,Studstrup power station,Studstrupværket,,Midtjylland,56.250196,10.344861,,760,0,2,0,https://www.gem.wiki/Studstrup_power_station
Finland,L100000101845,Hanasaari power station,,,Uusimaa,60.183678,24.971562,,228,0,2,0,https://www.gem.wiki/Hanasaari_power_station
Finland,L100000101839,Heinola Plant power station,,Heinola Fluting,Paijat-Hame,61.17838901,26.08163263,39.2,,1,0,0,https://www.gem.wiki/Heinola_Plant_power_station
Finland,L100000101844,Inkoo power station,,,Southern Finland,60.01749,23.91262,,1000,0,4,0,https://www.gem.wiki/Inkoo_power_station
Finland,L100000101837,Kristiina power station,,,Ostrobothnia,62.254911,21.326515,,242,0,1,0,https://www.gem.wiki/Kristiina_power_station
Finland,L100000101840,Kymijarvi power station,,Kymijärvi II & III Bioheat Cogen Plant,Päijät-Häme,60.9932,25.7193,,138,0,1,0,https://www.gem.wiki/Kymijarvi_power_station
Finland,L100000101850,Linnankatu power station,,,Southwest Finland,60.43941,22.23785,,35,0,1,0,https://www.gem.wiki/Linnankatu_power_station
Finland,L100000101846,Martinlaakso power station,,,Uusimaa,60.2833,24.8364,,80,0,1,0,https://www.gem.wiki/Martinlaakso_power_station
Finland,L100000101841,Meri-Pori power station,,,Satakunta,61.63215,21.40473,614,,1,0,0,https://www.gem.wiki/Meri-Pori_power_station
Finland,L100000101834,Mussalo power station,,,Kymenlaakso,60.434669,26.912355,,80,0,1,0,https://www.gem.wiki/Mussalo_power_station
Finland,L100000101851,Mänttä power station,,,Pirkanmaa,62.0271,24.6341,,65,0,1,0,https://www.gem.wiki/M%C3%A4ntt%C3%A4_power_station
Finland,L100000101849,Naantali CHP power station,,Naantalin Cogen Tehdas,South-Western Finland,60.451,22.0517,,366,0,3,1,https://www.gem.wiki/Naantali_CHP_power_station
Finland,L100000101835,Rauma power station,,"Rauman ST Cogen voimalaitos, Rauma Biopower",Lansi-suomen,61.118,21.478,,78,0,1,0,https://www.gem.wiki/Rauma_power_station
Finland,L100000101847,Salmisaari power station,,,Uusimaa,60.165375,24.904517,,177,0,1,0,https://www.gem.wiki/Salmisaari_power_station
Finland,L100000101848,Suomenoja power station,,,Uusimaa,60.14913,24.71837,,170,0,2,0,https://www.gem.wiki/Suomenoja_power_station
Finland,L100000101842,Tahkoluoto power station,,,Satakunta,61.6319,21.4069,,225,0,1,0,https://www.gem.wiki/Tahkoluoto_power_station
Finland,L100000101838,Vaskiluoto power station,,,Ostrobothnia,63.09151,21.552176,250,,1,0,0,https://www.gem.wiki/Vaskiluoto_power_station
Finland,L100000101852,Vuosaari power station,,,Uusimaa,60.22032,25.16966,,,0,0,1,https://www.gem.wiki/Vuosaari_power_station
France,L100000101865,Albi power station,,,Occitanie,43.92,2.14,,250,0,1,0,https://www.gem.wiki/Albi_power_station
France,L100000101857,Blénod power station,,,Meurthe-et-Moselle,48.869091,6.080033,,1000,0,4,0,https://www.gem.wiki/Bl%C3%A9nod_power_station
France,L100000101855,Bois-Rouge power station,,,Réunion,-20.913831,55.636348,,108,0,2,0,https://www.gem.wiki/Bois-Rouge_power_station
France,L100000101860,Bouchain power station,,,Nord,50.297213,3.3164,,250,0,1,0,https://www.gem.wiki/Bouchain_power_station
France,L100000101856,Cordemais power station,,,Loire-Atlantique,47.276707,-1.881559,1260,,2,0,0,https://www.gem.wiki/Cordemais_power_station
France,L100000400098,Emile Huchet power station,,,Moselle,49.153262,6.70146,647,455,1,2,0,https://www.gem.wiki/Emile_Huchet_power_station
France,L100000101861,Hornaing-B power station,,,Nord,50.373934,3.338964,,235,0,1,0,https://www.gem.wiki/Hornaing-B_power_station
France,L100000101859,La Maxe power station,,,Moselle,49.157327,6.190328,,500,0,2,0,https://www.gem.wiki/La_Maxe_power_station
France,L100000101854,La Poterne power station,,,Dalkia,45.18,5.72,,63,0,1,0,https://www.gem.wiki/La_Poterne_power_station
France,L100000101866,Le Gol power station,,,Réunion,-21.278861,55.398008,,122,0,2,0,https://www.gem.wiki/Le_Gol_power_station
France,L100000101863,Le Havre power station,,,Seine-Maritime,49.475745,0.147462,,1480,0,3,0,https://www.gem.wiki/Le_Havre_power_station
France,L100000104708,Loire-Sur-Rhone power station,,,Rhone,45.751725,5.473713,,250,0,1,0,https://www.gem.wiki/Loire-Sur-Rhone_power_station
France,L100000101862,Lucy-3 power station,,,Saône-et-Loire,46.667678,4.349647,,266,0,1,0,https://www.gem.wiki/Lucy-3_power_station
France,L100000101853,Provence power station,,Gardanne power station,Bouches-du-Rhône,43.469475,5.487544,,850,0,2,0,https://www.gem.wiki/Provence_power_station
France,L100000104715,Vaires power station,,,Seine-et-Marne,48.873643,2.655851,,480,0,2,0,https://www.gem.wiki/Vaires_power_station
France,L100000101864,Vitry power station,,,Val-de-Marne,48.791641,2.416686,,540,0,2,0,https://www.gem.wiki/Vitry_power_station
Germany,L100000101909,Afferde power station,,,Lower Saxony,52.1,9.366667,,119,0,2,0,https://www.gem.wiki/Afferde_power_station
Germany,L100000101872,Albbruck Mill power station,,,Baden-Wuerttemberg,47.589167,8.129167,,31,0,1,0,https://www.gem.wiki/Albbruck_Mill_power_station
Germany,L100000101873,Altbach power station,HKW Altbach,"Deizisau power station, Initially called Altbach Block 5 (CHP 1)",Baden-Wuerttemberg,48.717185,9.37079,783,,2,0,0,https://www.gem.wiki/Altbach_power_station
Germany,L100000101984,Arneburg power station,,,Saxony-Anhalt,52.723774,12.017516,,,0,0,2,https://www.gem.wiki/Arneburg_power_station
Germany,L100000104700,Arzberg power station,,,Bavaria,50.054434,12.193107,,121,0,1,0,https://www.gem.wiki/Arzberg_power_station
Germany,L100000104701,Aschaffenburg power station,,,Bavaria,49.967827,9.097259,,300,0,2,0,https://www.gem.wiki/Aschaffenburg_power_station
Germany,L100000101925,Bergkamen power station,Bergkamen-Heil Kraftwerk,Bergkamen-Heil Kraftwerk,North Rhine-Westphalia,51.636678,7.620603,,780,0,1,0,https://www.gem.wiki/Bergkamen_power_station
Germany,L100000101886,Berlin-Klingenberg power station,,,Berlin,52.489993,13.495988,,308,0,3,0,https://www.gem.wiki/Berlin-Klingenberg_power_station
Germany,L100000101887,Berlin-Moabit power station,,Kraftwerk Moabit,Berlin,52.53709,13.345787,100,,1,0,0,https://www.gem.wiki/Berlin-Moabit_power_station
